sample_index,sample_id,relative_path,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_m,bottom_depth_m,width_x_m,width_y_m,thickness_z_m,center_x_m,center_y_m,center_depth_m,density_contrast,body_volume_cells,body_size_group,density_group,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
1114,prime_001114,samples/prime_001114.npz,15,24,9,21,3,5,9,12,2,30.0,50.0,90.0,120.0,20.0,190.0,145.0,40.0,0.9359850917995789,216,small,high,0.00011626102786976844,0.3367624282836914,0.011528548784554005,0.038450416177511215
1115,prime_001115,samples/prime_001115.npz,33,41,14,18,4,10,8,4,6,40.0,100.0,80.0,40.0,60.0,365.0,155.0,70.0,0.8561135417647097,192,small,high,0.00020401092479005456,0.21323172748088837,0.008694958873093128,0.022440703585743904
1116,prime_001116,samples/prime_001116.npz,23,35,38,49,3,5,12,11,2,30.0,50.0,120.0,110.0,20.0,285.0,430.0,40.0,0.4222899480291025,264,small,low,9.899674478219822e-05,0.16702254116535187,0.006447523832321167,0.020388972014188766
1117,prime_001117,samples/prime_001117.npz,35,40,18,30,5,11,5,12,6,50.0,110.0,50.0,120.0,60.0,370.0,235.0,80.0,0.9474172700627078,360,medium,high,0.000618238584138453,0.2948762774467468,0.017827482894062996,0.03818056359887123
1118,prime_001118,samples/prime_001118.npz,30,45,30,46,6,12,15,16,6,60.0,120.0,150.0,160.0,60.0,370.0,375.0,90.0,0.3341281653123418,1440,large,low,0.0010547119891270995,0.24297834932804108,0.024483852088451385,0.0418747216463089
1119,prime_001119,samples/prime_001119.npz,9,19,25,41,8,16,10,16,8,80.0,160.0,100.0,160.0,80.0,135.0,325.0,120.0,0.8341437489978312,1280,large,high,0.002297326922416687,0.4081214964389801,0.048254527151584625,0.07251669466495514
1120,prime_001120,samples/prime_001120.npz,29,33,20,30,2,5,4,10,3,20.0,50.0,40.0,100.0,30.0,305.0,245.0,35.0,0.46111830862009323,120,small,low,5.328943007043563e-05,0.1632007211446762,0.003254031063988805,0.01343908067792654
1121,prime_001121,samples/prime_001121.npz,38,53,40,44,8,12,15,4,4,80.0,120.0,150.0,40.0,40.0,450.0,415.0,100.0,0.5818660299344175,240,small,medium,0.00023251281527336687,0.07496097683906555,0.006761941127479076,0.011791415512561798
1122,prime_001122,samples/prime_001122.npz,40,53,15,26,4,11,13,11,7,40.0,110.0,130.0,110.0,70.0,460.0,200.0,75.0,0.5938769307111031,1001,large,medium,0.0006994024734012783,0.474121630191803,0.030815178528428078,0.06768035143613815
1123,prime_001123,samples/prime_001123.npz,38,47,34,44,5,10,9,10,5,50.0,100.0,90.0,100.0,50.0,420.0,385.0,75.0,0.9278838016184274,450,medium,high,0.0006281696259975433,0.37680283188819885,0.02200041152536869,0.049025483429431915
1124,prime_001124,samples/prime_001124.npz,33,37,37,47,3,5,4,10,2,30.0,50.0,40.0,100.0,20.0,345.0,415.0,40.0,0.7726711304234325,80,small,high,5.75022968405392e-05,0.15034714341163635,0.0035818549804389477,0.013283713720738888
1125,prime_001125,samples/prime_001125.npz,50,56,39,48,2,4,6,9,2,20.0,40.0,60.0,90.0,20.0,525.0,430.0,30.0,0.2073376377163485,108,small,low,8.812891792331357e-06,0.07061251997947693,0.0013073952868580818,0.005917433183640242
1126,prime_001126,samples/prime_001126.npz,24,36,27,32,6,9,12,5,3,60.0,90.0,120.0,50.0,30.0,295.0,290.0,75.0,0.70886476152075,180,small,medium,0.0002944671141449362,0.11474525928497314,0.006799326743930578,0.014871308580040932
1127,prime_001127,samples/prime_001127.npz,8,24,37,50,3,9,16,13,6,30.0,90.0,160.0,130.0,60.0,155.0,430.0,60.0,0.6473174448325087,1248,large,medium,0.0007359625888057053,0.6774418354034424,0.04351865127682686,0.10348600894212723
1128,prime_001128,samples/prime_001128.npz,33,42,10,20,2,8,9,10,6,20.0,80.0,90.0,100.0,60.0,370.0,145.0,50.0,0.4591787383763681,540,medium,low,0.00021252059377729893,0.39604946970939636,0.013827616348862648,0.04328637942671776
1129,prime_001129,samples/prime_001129.npz,18,33,15,21,2,9,15,6,7,20.0,90.0,150.0,60.0,70.0,250.0,175.0,55.0,0.6963889489590748,630,large,medium,0.0004426376835908741,0.5861156582832336,0.024272039532661438,0.06886641681194305
1130,prime_001130,samples/prime_001130.npz,12,17,39,43,6,8,5,4,2,60.0,80.0,50.0,40.0,20.0,140.0,405.0,70.0,0.9674737320475293,40,small,high,4.141976387472823e-05,0.04826575517654419,0.0020283292979002,0.005203890148550272
1131,prime_001131,samples/prime_001131.npz,8,19,19,29,8,14,11,10,6,80.0,140.0,110.0,100.0,60.0,130.0,235.0,110.0,0.5114815769018359,660,large,medium,0.0005566354957409203,0.15954285860061646,0.015574369579553604,0.026050560176372528
1132,prime_001132,samples/prime_001132.npz,40,48,25,29,4,9,8,4,5,40.0,90.0,80.0,40.0,50.0,435.0,265.0,65.0,0.4803261656428516,160,small,medium,0.00010126116103492677,0.10935609042644501,0.004159181844443083,0.011186030693352222
1133,prime_001133,samples/prime_001133.npz,17,24,36,52,5,7,7,16,2,50.0,70.0,70.0,160.0,20.0,200.0,435.0,60.0,0.6155203841936483,224,small,medium,0.00014079923857934773,0.13673987984657288,0.0074974847957491875,0.018465589731931686
1134,prime_001134,samples/prime_001134.npz,9,16,42,49,5,8,7,7,3,50.0,80.0,70.0,70.0,30.0,120.0,450.0,65.0,0.6524882319833775,147,small,medium,8.05605377536267e-05,0.12081144750118256,0.005026430822908878,0.013502507470548153
1135,prime_001135,samples/prime_001135.npz,19,28,24,40,5,10,9,16,5,50.0,100.0,90.0,160.0,50.0,230.0,315.0,75.0,0.2646764082383114,720,large,low,0.0003796323435381055,0.14077679812908173,0.010099001228809357,0.020841576159000397
1136,prime_001136,samples/prime_001136.npz,46,56,22,37,2,8,10,15,6,20.0,80.0,100.0,150.0,60.0,505.0,290.0,50.0,0.8690790650298224,900,large,high,0.0006781667470932007,0.9267947673797607,0.043400660157203674,0.1228865385055542
1137,prime_001137,samples/prime_001137.npz,24,36,11,23,3,9,12,12,6,30.0,90.0,120.0,120.0,60.0,295.0,165.0,60.0,0.7616810999670898,864,large,high,0.0007924051024019718,0.6776257753372192,0.035878244787454605,0.09062399715185165
1138,prime_001138,samples/prime_001138.npz,15,30,42,54,8,16,15,12,8,80.0,160.0,150.0,120.0,80.0,220.0,475.0,120.0,0.4921762955856433,1440,large,medium,0.001317053334787488,0.2670275866985321,0.03202088549733162,0.047950379550457
1139,prime_001139,samples/prime_001139.npz,36,49,35,41,4,12,13,6,8,40.0,120.0,130.0,60.0,80.0,420.0,375.0,80.0,0.654341510498396,624,large,medium,0.0006722051766701043,0.3560023903846741,0.021249307319521904,0.04614207148551941
1140,prime_001140,samples/prime_001140.npz,18,24,36,48,2,5,6,12,3,20.0,50.0,60.0,120.0,30.0,205.0,415.0,35.0,0.22097815732818243,216,small,low,3.065257260459475e-05,0.10917853564023972,0.0027896345127373934,0.01066664420068264
1141,prime_001141,samples/prime_001141.npz,31,46,30,45,4,11,15,15,7,40.0,110.0,150.0,150.0,70.0,380.0,370.0,75.0,0.9679861749257777,1575,large,high,0.002757325302809477,0.9941080808639526,0.08075681328773499,0.16070163249969482
1142,prime_001142,samples/prime_001142.npz,27,37,41,56,5,10,10,15,5,50.0,100.0,100.0,150.0,50.0,315.0,480.0,75.0,0.6075731955600339,750,large,medium,0.0006841380381956697,0.3387819230556488,0.023676451295614243,0.050136346369981766
1143,prime_001143,samples/prime_001143.npz,33,42,38,44,6,14,9,6,8,60.0,140.0,90.0,60.0,80.0,370.0,405.0,100.0,0.9795909277439657,432,medium,high,0.0009126616059802473,0.278684139251709,0.020940400660037994,0.038350190967321396
1144,prime_001144,samples/prime_001144.npz,43,56,9,20,4,9,13,11,5,40.0,90.0,130.0,110.0,50.0,490.0,140.0,65.0,0.5100129950467756,715,large,medium,0.00029319358873181045,0.33475273847579956,0.019006868824362755,0.04651594161987305
1145,prime_001145,samples/prime_001145.npz,21,35,30,44,7,10,14,14,3,70.0,100.0,140.0,140.0,30.0,275.0,365.0,85.0,0.48523849681111214,588,large,medium,0.000642469443846494,0.16329751908779144,0.014752821065485477,0.02661222778260708
1146,prime_001146,samples/prime_001146.npz,8,24,21,34,8,12,16,13,4,80.0,120.0,160.0,130.0,40.0,155.0,270.0,100.0,0.9710451423322976,832,large,high,0.0014520043041557074,0.36533600091934204,0.03896310180425644,0.06409011036157608
1147,prime_001147,samples/prime_001147.npz,20,36,20,24,2,9,16,4,7,20.0,90.0,160.0,40.0,70.0,275.0,215.0,55.0,0.6598834746128079,448,medium,medium,0.00036515164538286626,0.41283729672431946,0.016476497054100037,0.04671592637896538
1148,prime_001148,samples/prime_001148.npz,23,35,17,22,8,16,12,5,8,80.0,160.0,120.0,50.0,80.0,285.0,190.0,120.0,0.5509543206478272,480,medium,medium,0.0006467366474680603,0.11669998615980148,0.012284081429243088,0.01879993826150894
1149,prime_001149,samples/prime_001149.npz,13,18,40,52,7,15,5,12,8,70.0,150.0,50.0,120.0,80.0,150.0,455.0,110.0,0.32067808954925575,480,medium,low,0.0002299151528859511,0.07997880131006241,0.00708246324211359,0.012323558330535889
1150,prime_001150,samples/prime_001150.npz,26,40,35,48,4,7,14,13,3,40.0,70.0,140.0,130.0,30.0,325.0,410.0,55.0,0.6520860560883552,546,medium,medium,0.0004940385115332901,0.33936789631843567,0.019848983734846115,0.04886839538812637
1151,prime_001151,samples/prime_001151.npz,40,54,20,30,4,7,14,10,3,40.0,70.0,140.0,100.0,30.0,465.0,245.0,55.0,0.21298366039490893,420,medium,low,8.684745262144133e-05,0.09654174000024796,0.00492957653477788,0.012846322730183601
1152,prime_001152,samples/prime_001152.npz,40,56,16,21,7,10,16,5,3,70.0,100.0,160.0,50.0,30.0,475.0,180.0,85.0,0.9530507027342473,240,small,high,0.00027651057462207973,0.15022817254066467,0.011376441456377506,0.02262779325246811
1153,prime_001153,samples/prime_001153.npz,44,53,19,30,2,10,9,11,8,20.0,100.0,90.0,110.0,80.0,480.0,240.0,60.0,0.5458333679010547,792,large,medium,0.00042684879736043513,0.5583844780921936,0.02343837358057499,0.06537982821464539
1154,prime_001154,samples/prime_001154.npz,29,35,11,22,5,8,6,11,3,50.0,80.0,60.0,110.0,30.0,315.0,160.0,65.0,0.9579010534393733,198,small,high,0.0002552105288486928,0.2149042934179306,0.010189016349613667,0.02567354030907154
1155,prime_001155,samples/prime_001155.npz,36,48,18,26,7,14,12,8,7,70.0,140.0,120.0,80.0,70.0,415.0,215.0,105.0,0.3664434149985707,672,large,low,0.00047393390559591353,0.13055258989334106,0.011886817403137684,0.020180365070700645
1156,prime_001156,samples/prime_001156.npz,40,53,33,44,6,10,13,11,4,60.0,100.0,130.0,110.0,40.0,460.0,380.0,80.0,0.5884930084980377,572,large,medium,0.00048414745833724737,0.2340332269668579,0.017311567440629005,0.0349995493888855
1157,prime_001157,samples/prime_001157.npz,8,19,18,24,3,10,11,6,7,30.0,100.0,110.0,60.0,70.0,130.0,205.0,65.0,0.9862944830947521,462,medium,high,0.0004192011256236583,0.5789105892181396,0.024076778441667557,0.064965158700943
1158,prime_001158,samples/prime_001158.npz,9,17,32,48,4,7,8,16,3,40.0,70.0,80.0,160.0,30.0,125.0,395.0,55.0,0.2837205805787094,384,medium,low,9.081337339011952e-05,0.1169937252998352,0.005937062669545412,0.015605650842189789
1159,prime_001159,samples/prime_001159.npz,17,23,33,45,5,10,6,12,5,50.0,100.0,60.0,120.0,50.0,195.0,385.0,75.0,0.36210990346424937,360,medium,low,0.00018693336460273713,0.11987662315368652,0.006849782075732946,0.01537376083433628
1160,prime_001160,samples/prime_001160.npz,11,27,21,37,2,6,16,16,4,20.0,60.0,160.0,160.0,40.0,185.0,285.0,40.0,0.9498110928742776,1024,large,high,0.000828072486910969,0.9512353539466858,0.056091371923685074,0.15222689509391785
1161,prime_001161,samples/prime_001161.npz,20,31,31,37,7,10,11,6,3,70.0,100.0,110.0,60.0,30.0,250.0,335.0,85.0,0.760120508135387,198,small,high,0.0003398483677301556,0.11244599521160126,0.007791341748088598,0.015451665967702866
1162,prime_001162,samples/prime_001162.npz,46,54,24,30,3,11,8,6,8,30.0,110.0,80.0,60.0,80.0,495.0,265.0,70.0,0.560409556629784,384,medium,medium,0.00025041235494427383,0.2895689308643341,0.011307732202112675,0.03004050999879837
1163,prime_001163,samples/prime_001163.npz,42,52,13,24,2,9,10,11,7,20.0,90.0,100.0,110.0,70.0,465.0,180.0,55.0,0.5372161273981181,770,large,medium,0.0003346511803101748,0.5501707792282104,0.022649504244327545,0.06543999910354614
1164,prime_001164,samples/prime_001164.npz,16,25,37,49,7,10,9,12,3,70.0,100.0,90.0,120.0,30.0,200.0,425.0,85.0,0.9791926506278659,324,medium,high,0.00046613847371190786,0.21684014797210693,0.016110211610794067,0.03173575550317764
1165,prime_001165,samples/prime_001165.npz,32,47,25,37,8,16,15,12,8,80.0,160.0,150.0,120.0,80.0,390.0,305.0,120.0,0.5299394964700705,1440,large,medium,0.0023694729898124933,0.287515789270401,0.03585512191057205,0.05093420296907425
1166,prime_001166,samples/prime_001166.npz,34,43,9,23,5,11,9,14,6,50.0,110.0,90.0,140.0,60.0,380.0,155.0,80.0,0.3465444623384385,756,large,low,0.0003589758707676083,0.19285425543785095,0.013409840874373913,0.02791704423725605
1167,prime_001167,samples/prime_001167.npz,33,41,37,44,7,9,8,7,2,70.0,90.0,80.0,70.0,20.0,365.0,400.0,80.0,0.42032567387432007,112,small,low,8.52344892336987e-05,0.04066978394985199,0.0024599842727184296,0.005240518134087324
1168,prime_001168,samples/prime_001168.npz,33,46,18,26,4,6,13,8,2,40.0,60.0,130.0,80.0,20.0,390.0,215.0,50.0,0.6367313156862496,208,small,medium,0.00013473170110955834,0.17732466757297516,0.007460032589733601,0.021283550187945366
1169,prime_001169,samples/prime_001169.npz,37,41,11,19,3,11,4,8,8,30.0,110.0,40.0,80.0,80.0,385.0,145.0,70.0,0.591283578805834,256,small,medium,0.00017274479614570737,0.21859927475452423,0.007970631122589111,0.021507054567337036
1170,prime_001170,samples/prime_001170.npz,29,44,26,36,7,11,15,10,4,70.0,110.0,150.0,100.0,40.0,360.0,305.0,90.0,0.6716368931627242,600,large,medium,0.0010728146880865097,0.2311965972185135,0.020609695464372635,0.03660202771425247
1171,prime_001171,samples/prime_001171.npz,23,28,21,30,7,11,5,9,4,70.0,110.0,50.0,90.0,40.0,250.0,250.0,90.0,0.43749675858856746,180,small,low,0.0001621617702767253,0.05766387656331062,0.0040116398595273495,0.007809511851519346
1172,prime_001172,samples/prime_001172.npz,23,34,24,33,3,9,11,9,6,30.0,90.0,110.0,90.0,60.0,280.0,280.0,60.0,0.7098709294771073,594,large,medium,0.000719127303455025,0.511789858341217,0.023327192291617393,0.061393193900585175
1173,prime_001173,samples/prime_001173.npz,34,45,33,49,5,7,11,16,2,50.0,70.0,110.0,160.0,20.0,390.0,405.0,60.0,0.26012049389880415,352,medium,low,0.00011569049820536748,0.0794963389635086,0.0050234668888151646,0.011683535762131214
1174,prime_001174,samples/prime_001174.npz,25,34,39,53,6,10,9,14,4,60.0,100.0,90.0,140.0,40.0,290.0,455.0,80.0,0.411533574586974,504,medium,low,0.0003379981790203601,0.1477520763874054,0.010711979120969772,0.021711276844143867
1175,prime_001175,samples/prime_001175.npz,39,53,23,35,6,9,14,12,3,60.0,90.0,140.0,120.0,30.0,455.0,285.0,75.0,0.7192403727332183,504,medium,medium,0.0005488745518960059,0.25670430064201355,0.018973292782902718,0.038972869515419006
1176,prime_001176,samples/prime_001176.npz,12,16,38,52,4,12,4,14,8,40.0,120.0,40.0,140.0,80.0,135.0,445.0,80.0,0.28324578270548784,448,medium,low,0.00013768939243163913,0.11188548803329468,0.0063919806852936745,0.014429391361773014
1177,prime_001177,samples/prime_001177.npz,24,37,38,48,4,11,13,10,7,40.0,110.0,130.0,100.0,70.0,300.0,425.0,75.0,0.5383767336620773,910,large,medium,0.0008508950704708695,0.4051817059516907,0.025873912498354912,0.05622042715549469
1178,prime_001178,samples/prime_001178.npz,21,34,28,34,4,7,13,6,3,40.0,70.0,130.0,60.0,30.0,270.0,305.0,55.0,0.23182014768045614,234,small,low,8.964345761341974e-05,0.07110009342432022,0.003038628725335002,0.008306445553898811
1179,prime_001179,samples/prime_001179.npz,23,35,46,56,2,7,12,10,5,20.0,70.0,120.0,100.0,50.0,285.0,505.0,45.0,0.9809673510918593,600,large,high,0.00045414347550831735,0.8756343126296997,0.03314067795872688,0.10419946163892746
1180,prime_001180,samples/prime_001180.npz,42,47,29,44,3,5,5,15,2,30.0,50.0,50.0,150.0,20.0,440.0,360.0,40.0,0.9497151609597758,150,small,high,0.00011685899517033249,0.24748986959457397,0.008228233084082603,0.02735276333987713
1181,prime_001181,samples/prime_001181.npz,37,41,51,55,2,9,4,4,7,20.0,90.0,40.0,40.0,70.0,385.0,525.0,55.0,0.5551997775189678,112,small,medium,4.9472571845399216e-05,0.17025935649871826,0.0033761581871658564,0.012048477306962013
1182,prime_001182,samples/prime_001182.npz,28,39,9,16,7,14,11,7,7,70.0,140.0,110.0,70.0,70.0,330.0,120.0,105.0,0.8440872201208314,539,medium,high,0.00080990104470402,0.24956312775611877,0.0213658194988966,0.03800668567419052
1183,prime_001183,samples/prime_001183.npz,21,28,15,30,2,8,7,15,6,20.0,80.0,70.0,150.0,60.0,240.0,220.0,50.0,0.399463149433397,630,large,low,0.0002600492152851075,0.3446374237537384,0.014183161780238152,0.04148247465491295
1184,prime_001184,samples/prime_001184.npz,30,40,33,40,8,11,10,7,3,80.0,110.0,100.0,70.0,30.0,345.0,360.0,95.0,0.22678019794596327,210,small,low,0.0001237080286955461,0.02975330874323845,0.002404916798695922,0.0043326872400939465
1185,prime_001185,samples/prime_001185.npz,11,25,8,21,3,5,14,13,2,30.0,50.0,140.0,130.0,20.0,175.0,140.0,40.0,0.369927486822218,364,medium,low,7.369957893388346e-05,0.16474537551403046,0.007648877799510956,0.022868961095809937
1186,prime_001186,samples/prime_001186.npz,30,40,22,35,8,14,10,13,6,80.0,140.0,100.0,130.0,60.0,345.0,280.0,110.0,0.5864328445670068,780,large,medium,0.0014111263444647193,0.20775187015533447,0.022193605080246925,0.034296028316020966
1187,prime_001187,samples/prime_001187.npz,38,51,18,32,6,9,13,14,3,60.0,90.0,130.0,140.0,30.0,440.0,245.0,75.0,0.3487616032358074,546,medium,low,0.0002711275592446327,0.1305808126926422,0.00997471995651722,0.020247405394911766
1188,prime_001188,samples/prime_001188.npz,37,43,44,54,7,15,6,10,8,70.0,150.0,60.0,100.0,80.0,395.0,485.0,110.0,0.7944617800837571,480,medium,high,0.0006551749538630247,0.20497862994670868,0.017782002687454224,0.030740506947040558
1189,prime_001189,samples/prime_001189.npz,9,23,14,22,7,12,14,8,5,70.0,120.0,140.0,80.0,50.0,155.0,175.0,95.0,0.8168265446188918,560,medium,high,0.0006060400046408176,0.262727826833725,0.022041071206331253,0.040888670831918716
1190,prime_001190,samples/prime_001190.npz,24,33,41,48,2,10,9,7,8,20.0,100.0,90.0,70.0,80.0,280.0,440.0,60.0,0.530400177981422,504,medium,medium,0.00033356042695231736,0.4216175675392151,0.014665646478533745,0.04296985641121864
1191,prime_001191,samples/prime_001191.npz,30,46,37,49,4,7,16,12,3,40.0,70.0,160.0,120.0,30.0,375.0,425.0,55.0,0.6784142085342868,576,large,medium,0.0004446132224984467,0.35861942172050476,0.021698828786611557,0.05283726751804352
1192,prime_001192,samples/prime_001192.npz,20,24,41,52,6,14,4,11,8,60.0,140.0,40.0,110.0,80.0,215.0,460.0,100.0,0.9321659458068601,352,medium,high,0.0005268407403491437,0.21189163625240326,0.01587756723165512,0.029686108231544495
1193,prime_001193,samples/prime_001193.npz,42,52,29,37,7,11,10,8,4,70.0,110.0,100.0,80.0,40.0,465.0,325.0,90.0,0.43103300042196235,320,medium,low,0.0002514268853701651,0.09414996206760406,0.006914214231073856,0.013380292803049088
1194,prime_001194,samples/prime_001194.npz,9,25,10,14,8,13,16,4,5,80.0,130.0,160.0,40.0,50.0,165.0,115.0,105.0,0.9152051127435192,320,medium,high,0.0003729318268597126,0.14369866251945496,0.013332356698811054,0.02358015812933445
1195,prime_001195,samples/prime_001195.npz,39,44,26,38,5,13,5,12,8,50.0,130.0,50.0,120.0,80.0,410.0,315.0,90.0,0.9974663936049306,480,medium,high,0.0010822811163961887,0.35921117663383484,0.024381637573242188,0.04816874489188194
1196,prime_001196,samples/prime_001196.npz,10,14,18,31,7,9,4,13,2,70.0,90.0,40.0,130.0,20.0,115.0,240.0,80.0,0.4741490746437026,104,small,medium,5.797508129035123e-05,0.03911332041025162,0.0024814032949507236,0.005362100433558226
1197,prime_001197,samples/prime_001197.npz,20,24,45,49,7,11,4,4,4,70.0,110.0,40.0,40.0,40.0,215.0,465.0,90.0,0.6748937078689261,64,small,medium,6.177373870741576e-05,0.03547023981809616,0.0021498126443475485,0.004450994078069925
1198,prime_001198,samples/prime_001198.npz,14,18,18,24,8,16,4,6,8,80.0,160.0,40.0,60.0,80.0,155.0,205.0,120.0,0.32761324362107824,192,small,low,0.00011136278044432402,0.030980845913290977,0.002845102222636342,0.0046712858602404594
1199,prime_001199,samples/prime_001199.npz,8,13,28,38,5,7,5,10,2,50.0,70.0,50.0,100.0,20.0,100.0,325.0,60.0,0.3659174708498354,100,small,low,3.599249612307176e-05,0.048912402242422104,0.0019530225545167923,0.0054392204619944096
